Gene Name	Young -Dox	Young +Dox	Sen -Dox	Sen +Dox
MCFD2	725.98	864	1341.45	576.65
MCFD2	725.98	864	1341.45	576.65
MCFD2	725.98	864	1341.45	576.65
C2orf61	20.93	17.83	17.17	19.51
C2orf61	20.93	17.83	17.17	19.51
MIR559	2.41	4.05	19.71	2.17
MIR559	2.41	4.05	19.71	2.17
MIR559	2.41	4.05	19.71	2.17
MSH2	20.93	25.13	47.05	35.77
MSH2	20.93	25.13	47.05	35.77
KCNK12	0.8	4.05	10.17	4.34
KCNK12	0.8	4.05	10.17	4.34
FBXO11	98.19	139.41	153.22	156.08
FBXO11	98.19	139.41	153.22	156.08
FBXO11	98.19	139.41	153.22	156.08
FOXN2	22.54	25.13	40.05	42.27
PPP1R21	57.95	67.27	74.38	76.96
GTF2A1L	208.46	225.32	169.75	137.66
STON1-GTF2A1L	30.58	63.22	34.97	30.35
STON1-GTF2A1L	30.58	63.22	34.97	30.35
STON1-GTF2A1L	30.58	63.22	34.97	30.35
STON1-GTF2A1L	30.58	63.22	34.97	30.35
GTF2A1L	169.02	152.38	129.06	99.72
FSHR	1.61	1.62	8.26	4.34
NRXN1	119.92	98.07	114.44	100.8
NRXN1	119.92	98.07	114.44	100.8
CHAC2	246.29	366.35	350.94	596.16
CHAC2	246.29	366.35	350.94	596.16
CHAC2	246.29	366.35	350.94	596.16
ASB3	173.85	265.04	223.79	443.32
ASB3	173.85	265.04	223.79	443.32
PSME4	116.7	139.41	237.14	262.31
TSPYL6	44.27	42.15	66.75	86.71
TSPYL6	44.27	42.15	66.75	86.71
C2orf73	0	0	0	0
SPTBN1	1840.71	1420.01	1547.44	1983.57
SPTBN1	1303.87	1042.32	1105.58	1427.52
EML6	3.22	8.11	19.07	3.25
EML6	3.22	8.11	19.07	3.25
EML6	3.22	8.11	19.07	3.25
RTN4	2735.71	3513.56	3211.22	6359.36
RPS27A	23.34	28.37	46.41	24.93
MIR4426	127.97	132.11	111.26	157.17
MTIF2	18.51	22.69	27.34	47.69
CCDC88A	16.9	32.42	26.7	49.86
CCDC88A	16.9	32.42	26.7	49.86
CCDC88A	16.9	32.42	26.7	49.86
CCDC104	77.27	61.6	69.3	156.08
SMEK2	39.44	53.49	80.11	135.49
PNPT1	56.34	59.98	76.93	100.8
PNPT1	56.34	59.98	76.93	100.8
EFEMP1	2417.79	2484.21	3248.73	1993.33
MIR216A	0	0	0	0
MIR216B	0	0	0	0
CCDC85A	47.49	26.75	37.51	60.7
CCDC85A	47.49	26.75	37.51	60.7
CCDC85A	47.49	26.75	37.51	60.7
VRK2	18.51	21.07	52.77	37.94
VRK2	18.51	21.07	52.77	37.94
FLJ30838	8.05	8.11	20.34	13.01
FLJ30838	8.05	8.11	20.34	13.01
BCL11A	11.27	8.11	4.45	3.25
BCL11A	11.27	8.11	4.45	3.25
PAPOLG	24.15	25.13	29.24	43.36
FLJ16341	5.63	4.86	7.63	2.17
REL	3.22	0.81	14.62	0
PEX13	16.9	17.02	31.79	33.6
PEX13	16.9	17.02	31.79	33.6
KIAA1841	19.32	21.07	17.8	20.59
LOC339803	56.34	74.57	76.93	105.14
C2orf74	18.51	20.26	22.25	49.86
AHSA2	69.22	47.01	62.3	61.78
SNORA70B	136.02	156.43	220.61	177.76
SNORA70B	136.02	156.43	220.61	177.76
XPO1	125.56	160.48	206.62	290.49
FAM161A	2.41	7.29	1.91	3.25
FAM161A	2.41	7.29	1.91	3.25
CCT4	792.78	932.9	720.95	884.48
COMMD1	199.6	200.2	236.5	210.28
COMMD1	199.6	200.2	236.5	210.28
MIR5192	77.27	70.51	121.43	133.32
TMEM17	21.73	15.4	17.8	19.51
EHBP1	99	124.01	162.75	120.32
EHBP1	99	124.01	162.75	120.32
EHBP1	99	124.01	162.75	120.32
EHBP1	99	124.01	162.75	120.32
EHBP1	99	124.01	162.75	120.32
OTX1	4.02	3.24	0.64	2.17
MDH1	17.71	21.07	98.54	37.94
MDH1	399.21	487.12	479.36	681.79
MDH1	379.09	466.04	461.56	653.6
MDH1	379.09	466.04	461.56	653.6
MDH1	379.09	466.04	461.56	653.6
UGP2	219.73	256.93	193.91	365.28
VPS54	28.17	24.32	40.69	52.03
PELI1	28.97	15.4	20.98	11.92
PELI1	28.97	15.4	20.98	11.92
LINC00309	0	0	0	0
LGALSL	19.32	19.45	25.43	58.53
LGALSL	19.32	19.45	25.43	58.53
MIR4434	24.15	44.58	48.95	87.8
LOC339807	0	0	0	0
SERTAD2	158.56	130.49	129.69	250.39
LOC400958	1.61	0.81	3.81	1.08
SLC1A4	381.5	419.03	331.23	833.53
CEP68	152.12	141.84	148.77	139.83
CEP68	152.12	141.84	148.77	139.83
CEP68	152.12	141.84	148.77	139.83
ACTR2	315.5	397.15	310.89	894.23
SPRED2	246.29	295.84	225.69	324.09
SPRED2	295.38	346.09	318.52	371.78
SPRED2	295.38	346.09	318.52	371.78
SPRED2	295.38	346.09	318.52	371.78
MEIS1	365.4	466.04	333.14	296.99
LOC644838	0.8	1.62	3.18	1.08
LOC644838	0.8	1.62	3.18	1.08
ETAA1	1.61	8.92	8.26	17.34
C1D	59.56	77	64.21	108.39
WDR92	45.88	47.82	49.59	67.2
WDR92	45.88	47.82	49.59	67.2
PNO1	97.39	100.5	106.17	175.6
PPP3R1	321.94	388.23	346.49	552.8
CNRIP1	502.23	530.07	452.02	250.39
CNRIP1	502.23	530.07	452.02	250.39
CNRIP1	502.23	530.07	452.02	250.39
PLEK	0	1.62	1.27	0
FBXO48	4.02	0.81	1.27	3.25
APLF	12.88	3.24	13.35	16.26
APLF	12.88	3.24	13.35	16.26
PROKR1	0	0	0	1.08
PROKR1	0	0	0	1.08
ARHGAP25	3.22	2.43	1.27	2.17
BMP10	0	0	0	0
GKN2	0	0	0	0
GKN2	0	0	0	0
GKN1	0	0	0	1.08
MIR3126	926.39	1086.89	1635.81	1709.34
GFPT1	268.82	290.16	289.27	956.02
NFU1	77.27	111.04	99.18	123.57
NFU1	77.27	111.04	99.18	123.57
SNORA36C	304.24	253.69	306.44	495.35
SNORA36C	304.24	253.69	306.44	495.35
SNORA36C	304.24	253.69	306.44	495.35
ANXA4	564.2	503.33	537.85	601.58
ANXA4	564.2	503.33	537.85	601.58
GMCL1	21.73	28.37	44.5	60.7
SNRNP27	74.05	84.29	89.64	138.74
SNRNP27	74.05	84.29	89.64	138.74
MXD1	61.97	78.62	53.4	126.82
ASPRV1	10.46	10.54	13.99	5.42
ASPRV1	83.71	71.32	100.45	61.78
ASPRV1	83.71	71.32	100.45	61.78
ASPRV1	83.71	71.32	100.45	61.78
ASPRV1	83.71	71.32	100.45	61.78
ASPRV1	83.71	71.32	100.45	61.78
ASPRV1	83.71	71.32	100.45	61.78
PCBP1	4360.71	4136.03	3344.09	3453.37
LOC100133985	4.02	3.24	5.72	1.08
C2orf42	85.31	93.21	80.11	86.71
TIA1	61.17	74.57	83.92	121.4
PCYOX1	538.45	603.02	574.73	1049.23
SNRPG	223.75	202.63	202.81	169.09
FAM136A	165.8	171.02	151.95	222.2
FAM136A	165.8	171.02	151.95	222.2
TGFA	1.61	6.48	12.08	69.37
ADD2	3.22	1.62	5.09	3.25
FIGLA	0	1.62	0	0
CLEC4F	7.24	8.92	8.9	13.01
CD207	0	0	0	0
VAX2	37.83	65.65	51.5	52.03
ATP6V1B1	10.46	12.97	13.99	9.76
ANKRD53	20.12	26.75	14.62	6.5
TEX261	1375.5	1561.85	1389.13	1596.61
TEX261	1375.5	1561.85	1389.13	1596.61
OR7E91P	0	0	0	0
NAGK	659.18	550.34	574.09	656.86
NAGK	659.18	550.34	574.09	656.86
MCEE	35.41	33.23	29.88	34.69
MPHOSPH10	14.49	16.21	22.25	40.11
PAIP2B	4.02	4.05	2.54	3.25
PAIP2B	4.02	4.05	2.54	3.25
ZNF638	18.51	29.99	155.13	58.53
ZNF638	18.51	29.99	155.13	58.53
DYSF	22.54	26.75	52.77	283.99
CYP26B1	24.95	83.48	34.97	558.22
EXOC6B	61.17	59.98	164.03	110.56
SPR	290.55	315.29	322.97	292.66
EMX1	0	0	19.71	0
SFXN5	202.02	230.18	377.64	165.84
RAB11FIP5	1801.27	1920.1	1646.61	2329.34
RAB11FIP5	1801.27	1920.1	1646.61	2329.34
SMYD5	318.72	337.98	242.86	234.13
PRADC1	165.8	211.54	190.09	257.97
CCT7	1770.68	1921.72	1577.32	1759.2
FBXO41	99	120.77	104.26	123.57
EGR4	0	0	0.64	0
EGR4	0	0	0.64	0
ALMS1	53.93	62.41	110.62	73.71
ALMS1	53.93	62.41	110.62	73.71
NAT8	0	0	0	0
ALMS1P	0	0	1.91	1.08
NAT8B	0	0	0	0
TPRKB	16.1	32.42	22.25	31.43
DUSP11	121.53	116.71	107.44	168.01
C2orf78	1.61	0	1.27	1.08
STAMBP	107.85	143.46	151.95	165.84
ACTG2	99.8	60.79	29.24	27.1
DGUOK	329.99	335.55	322.97	259.06
TET3	74.85	138.6	103.63	144.16
BOLA3	72.44	92.4	97.91	105.14
BOLA3-AS1	49.9	50.25	45.77	39.02
BOLA3-AS1	49.9	50.25	45.77	39.02
BOLA3-AS1	49.9	50.25	45.77	39.02
BOLA3-AS1	49.9	50.25	45.77	39.02
BOLA3-AS1	49.9	50.25	45.77	39.02
MOB1A	110.27	136.98	123.97	194.02
MTHFD2	404.04	527.64	330.59	1015.63
SLC4A5	25.76	36.47	38.15	71.54
DCTN1	3438.35	3153.69	3293.23	4318.34
DCTN1	3410.98	3133.43	3257.63	4286.9
DCTN1	3410.98	3133.43	3257.63	4286.9
C2orf81	95.78	131.3	97.27	69.37
WDR54	127.97	154.81	123.34	99.72
RTKN	174.65	199.39	192.63	188.6
WBP1	1079.31	1010.71	920.58	1002.63
WBP1	589.15	637.87	553.75	700.21
WBP1	589.15	637.87	553.75	700.21
MOGS	870.85	987.2	752.74	867.14
MRPL53	336.43	344.47	332.5	295.91
TTC31	64.39	90.78	80.11	65.04
CCDC142	218.92	231	168.48	143.08
LBX2-AS1	45.88	29.18	34.33	28.18
LBX2	49.9	51.06	65.48	43.36
LBX2	49.9	51.06	65.48	43.36
TLX2	1.61	0	0	0
DQX1	0.8	0.81	0	0
AUP1	555.35	553.58	447.57	338.18
AUP1	555.35	553.58	447.57	338.18
AUP1	555.35	553.58	447.57	338.18
AUP1	555.35	553.58	447.57	338.18
DOK1	782.32	1020.43	628.13	128.99
M1AP	4.02	4.86	10.17	10.84
SEMA4F	127.97	151.57	139.87	147.41
SEMA4F	127.97	151.57	139.87	147.41
HK2	325.97	239.1	395.44	586.4
POLE4	477.28	466.04	530.22	461.75
POLE4	477.28	466.04	530.22	461.75
MIR5000	9.66	6.48	52.13	9.76
EVA1A	218.12	366.35	236.5	474.76
GCFC2	13.68	18.64	27.34	50.94
GCFC2	13.68	18.64	27.34	50.94
LRRTM4	14.49	9.73	22.89	6.5
SNAR-H	0.8	0	21.62	1.08
SNAR-H	0.8	0	21.62	1.08
REG3G	0	0	0	0
REG1B	0	0	0	0
REG1A	0	0	0	0
REG1P	0	0	0	0
REG1P	0	0	0	0
REG1P	0	0	0	0
REG3A	0	0	0	0
LRRTM1	41.05	42.15	52.13	59.62
LRRTM1	41.05	42.15	52.13	59.62
FUNDC2P2	29.78	34.04	27.34	32.52
FUNDC2P2	29.78	34.04	27.34	32.52
SUCLG1	344.48	402.01	390.99	287.24
DNAH6	206.85	282.87	210.44	455.25
DNAH6	206.85	282.87	210.44	455.25
TRABD2A	49.9	32.42	24.79	5.42
TMSB10	10847.04	11750.77	8885.36	13346.31
KCMF1	398.4	453.89	464.1	739.23
TCF7L1	445.09	452.26	304.53	412.97
TGOLN2	2140.92	2523.12	2148.86	3365.57
TGOLN2	2140.92	2523.12	2148.86	3365.57
RETSAT	763.81	740.81	768.63	754.41
RETSAT	763.81	740.81	768.63	754.41
ELMOD3	135.22	165.34	160.21	136.57
ELMOD3	135.22	165.34	160.21	136.57
CAPG	814.51	999.36	719.04	626.51
SH2D6	1.61	1.62	0.64	0
GGCX	730	780.52	714.59	846.54
GGCX	730	780.52	714.59	846.54
VAMP8	10.46	6.48	17.8	37.94
VAMP5	757.37	1041.5	839.84	456.33
RNF181	376.67	372.02	375.73	448.74
TMEM150A	290.55	282.87	336.95	248.22
USP39	720.35	768.36	689.16	618.92
USP39	514.3	541.42	451.39	436.82
SFTPB	0.8	1.62	1.91	1.08
GNLY	0.8	0	1.27	1.08
ATOH8	173.04	222.08	267.02	438.99
ST3GAL5	43.46	68.08	51.5	181.01
ST3GAL5	40.24	60.79	42.6	162.59
ST3GAL5	40.24	60.79	42.6	162.59
POLR1A	347.7	303.94	373.19	434.65
SNORD94	89.34	91.59	134.15	134.41
MIR4779	301.02	381.75	302.62	389.13
MRPL35	68.41	77.81	84.56	131.15
REEP1	1.61	4.05	9.54	10.84
KDM3A	66.8	76.19	82.01	123.57
RNF103	1228.21	1318.7	1267.7	1624.8
CHMP3	1043.09	1101.48	1029.93	1301.79
RNF103	1228.21	1318.7	1267.7	1624.8
CHMP3	1043.09	1101.48	1029.93	1301.79
CD8A	0	0.81	2.54	0
ANAPC1P1	1.61	1.62	3.81	0
CD8B	11.27	7.29	10.17	9.76
RGPD1	168.21	209.92	195.18	242.8
RGPD1	168.21	209.92	195.18	242.8
RGPD1	168.21	209.92	195.18	242.8
RGPD1	168.21	209.92	195.18	242.8
LOC285074	78.88	68.08	94.73	56.36
LINC00152	529.6	525.21	560.74	615.67
LINC00152	529.6	525.21	560.74	615.67
LINC00152	529.6	525.21	560.74	615.67
LINC00152	529.6	525.21	560.74	615.67
RGPD2	1019.75	626.52	773.08	642.76
KRCC1	57.14	76.19	79.47	139.83
MIR4780	0.8	0.81	0.64	0
MIR4780	0.8	0.81	0.64	0
FABP1	0	0	0	0
THNSL2	339.65	466.04	395.44	398.88
TEX37	0	0	0	0
EIF2AK3	55.54	58.36	82.65	135.49
EIF2AK3	55.54	58.36	82.65	135.49
RPIA	99.8	102.93	100.45	76.96
ANKRD36BP2	0.8	0	4.45	2.17
ANKRD36BP2	0.8	0	4.45	2.17
ANKRD36BP2	0.8	0	4.45	2.17
ANKRD36BP2	0.8	0	4.45	2.17
ANKRD36BP2	0.8	0	4.45	2.17
MIR4436A	0	0	0	0
MIR4436A	0	0	0	0
MIR4436A	0	0	0	0
LOC654342	133.61	115.9	144.95	145.25
LOC654342	133.61	115.9	144.95	145.25
GGT8P	0	0	0.64	1.08
FAM95A	0.8	2.43	17.17	0
TEKT4	28.17	24.32	19.71	27.1
TEKT4	28.17	24.32	19.71	27.1
MAL	0	0.81	0.64	0
MRPS5	266.41	311.24	273.38	246.05
ZNF514	20.12	25.13	19.07	28.18
ZNF2	52.32	51.87	52.13	55.28
PROM2	2.41	1.62	38.78	1.08
KCNIP3	314.7	358.25	315.97	76.96
KCNIP3	314.7	358.25	315.97	76.96
FAHD2A	152.92	229.37	158.94	125.73
FAHD2A	152.92	229.37	158.94	125.73
TRIM43B	0	0	0	0
TRIM43	0	0	0	0
TRIM43	0	0	0	0
FAHD2CP	93.36	94.02	97.27	56.36
FAHD2CP	93.36	94.02	97.27	56.36
FAHD2CP	93.36	94.02	97.27	56.36
FAHD2CP	93.36	94.02	97.27	56.36
FAHD2CP	93.36	94.02	97.27	56.36
FAHD2CP	93.36	94.02	97.27	56.36
ADRA2B	0	0	0	0
ASTL	0.8	0.81	0.64	0
DUSP2	23.34	11.35	14.62	7.59
LOC285033	1153.36	1436.22	1227.65	1232.42
LOC285033	1153.36	1436.22	1227.65	1232.42
TMEM127	1517.15	1586.17	1701.29	1681.16
CIAO1	437.84	473.34	476.82	610.25
SNRNP200	1301.45	1174.43	1072.52	1258.43
SNRNP200	1301.45	1174.43	1072.52	1258.43
ITPRIPL1	10.46	9.73	4.45	0
NCAPH	44.27	62.41	39.42	11.92
NEURL3	0	0.81	0.64	1.08
NEURL3	0	0.81	0.64	1.08
NEURL3	0	0.81	0.64	1.08
ARID5A	738.05	647.6	482.54	292.66
ARID5A	738.05	647.6	482.54	292.66
KANSL3	463.6	598.16	586.17	573.39
FER1L5	5.63	6.48	14.62	4.34
LMAN2L	243.87	295.84	315.34	300.25
MIR3127	124.75	117.52	163.39	144.16
CNNM3	360.58	295.03	327.42	290.49
ANKRD23	17.71	11.35	38.78	13.01
ANKRD39	51.51	61.6	107.44	63.95
SEMA4C	680.91	675.97	865.27	343.6
FAM178B	6.44	4.05	146.22	7.59
FAHD2B	99.8	129.68	99.81	96.47
ANKRD36	8.05	4.05	114.44	5.42
ANKRD36	8.05	4.05	114.44	5.42
ANKRD36	8.05	4.05	114.44	5.42
LOC100506123	1.61	1.62	15.89	1.08
ANKRD36B	2.41	4.05	33.06	8.67
COX5B	895	949.11	1059.81	945.18
ACTR1B	1013.31	1183.34	973.98	1023.22
LOC728537	9.66	5.67	15.89	19.51
ZAP70	4.02	0.81	2.54	2.17
TMEM131	198.8	239.91	285.46	308.92
VWA3B	152.92	128.06	139.23	140.91
VWA3B	152.92	128.06	139.23	140.91
VWA3B	152.92	128.06	139.23	140.91
CNGA3	0	0	2.54	4.34
INPP4A	153.73	152.38	172.93	211.36
UNC50	163.39	215.6	223.15	259.06
MGAT4A	7.24	8.92	20.98	13.01
MGAT4A	7.24	8.92	20.98	13.01
KIAA1211L	1.61	2.43	7.63	5.42
TSGA10	19.32	12.97	31.79	21.68
TSGA10	19.32	12.97	31.79	21.68
TSGA10	14.49	12.16	26.07	18.43
TSGA10	14.49	12.16	26.07	18.43
LIPT1	10.46	8.11	10.81	5.42
MITD1	28.17	35.66	40.69	41.19
LYG2	0.8	0.81	2.54	0
LYG1	4.02	3.24	6.36	1.08
TXNDC9	40.24	62.41	60.4	123.57
EIF5B	56.34	85.91	99.18	256.89
REV1	43.46	66.46	151.95	124.65
AFF3	173.85	198.57	658.01	301.33
AFF3	173.85	198.57	658.01	301.33
LONRF2	7.24	12.16	20.34	48.78
LONRF2	7.24	12.16	20.34	48.78
CHST10	214.9	218.03	233.32	170.18
NMS	0.8	0	1.91	0
NMS	0.8	0	1.91	0
PDCL3	39.44	37.28	43.23	89.97
NPAS2	309.87	452.26	305.8	351.19
RPL31	5063.35	4806.32	3894.02	2990.54
TBC1D8	156.95	121.58	218.07	57.45
TBC1D8	156.95	121.58	218.07	57.45
TBC1D8	156.95	121.58	218.07	57.45
CNOT11	350.92	397.15	385.27	342.52
RNF149	310.67	312.86	333.77	393.46
CREG2	1.61	4.05	6.36	2.17
RFX8	56.34	38.09	34.33	16.26
MAP4K4	1017.34	1101.48	921.85	1746.2
MAP4K4	1017.34	1101.48	921.85	1746.2
IL1R2	1.61	0.81	3.18	0
IL1R1	1634.66	1754.75	1331.91	150.66
IL1RL2	1.61	2.43	3.81	0
IL1RL1	0	0.81	0	1.08
IL18R1	1.61	1.62	2.54	1.08
MIR4772	0	0	0	1.08
SLC9A4	0.8	0.81	2.54	1.08
SLC9A2	1.61	0.81	18.44	1.08
MFSD9	31.39	38.9	29.24	41.19
TMEM182	6.44	6.48	21.62	22.76
LOC100287010	13.68	17.02	12.08	11.92
LOC150568	0.8	0	1.91	0
LOC284998	0	0.81	0	0
LOC284998	0	0.81	0	0
LOC100506421	0.8	0.81	1.91	1.08
POU3F3	2.41	4.05	12.08	3.25
POU3F3	2.41	4.05	12.08	3.25
MRPS9	46.68	61.6	68.03	93.22
GPR45	0	0	0	1.08
TGFBRAP1	251.12	247.21	275.92	329.51
TGFBRAP1	251.12	247.21	275.92	329.51
TGFBRAP1	251.12	247.21	275.92	329.51
C2orf49	38.63	33.23	29.88	39.02
FHL2	784.73	1017.19	834.75	2032.35
LOC285000	0.8	0	0.64	0
NCK2	465.21	500.08	459.65	359.86
C2orf40	0.8	0	0	2.17
UXS1	222.14	270.71	272.74	414.06
UXS1	222.14	270.71	272.74	414.06
PLGLA	0.8	0.81	9.54	3.25
PLGLA	0.8	0.81	9.54	3.25
ST6GAL2	1.61	2.43	3.81	6.5
ST6GAL2	0.8	1.62	3.18	3.25
LOC729121	0	0	0	0
RGPD4	11.27	4.86	26.07	23.85
SLC5A7	0	0	0	0
SULT1C3	0	0	1.27	0
SULT1C2	0	0	1.91	1.08
SULT1C4	0	0	0.64	0
GCC2	14.49	21.07	75.02	62.87
GCC2	14.49	21.07	75.02	62.87
LIMS1	74.05	98.88	105.54	342.52
LIMS1	74.05	98.88	105.54	342.52
LIMS1	74.05	98.88	105.54	342.52
RANBP2	16.9	31.61	58.49	108.39
CCDC138	4.02	4.86	22.25	6.5
EDAR	0	2.43	5.72	3.25
MIR4266	757.37	723.79	580.45	753.32
10-Sep	126.36	179.93	131.6	317.59
10-Sep	126.36	179.93	131.6	317.59
10-Sep	126.36	179.93	131.6	317.59
SOWAHC	160.17	222.08	189.46	395.63
MIR4436B1	49.9	85.91	57.85	32.52
NPHP1	102.22	126.44	115.07	159.34
LINC00116	234.21	214.79	231.42	183.18
LINC00116	234.21	214.79	231.42	183.18
LINC00116	234.21	214.79	231.42	183.18
LOC440894	43.46	29.99	43.23	39.02
LOC100288570	35.41	30.8	52.13	79.13
LOC100288570	35.41	30.8	52.13	79.13
LOC100288570	35.41	30.8	52.13	79.13
LOC100288570	35.41	30.8	52.13	79.13
RGPD5	55.54	32.42	137.32	57.45
RGPD5	55.54	32.42	137.32	57.45
BUB1	23.34	34.85	20.98	11.92
BUB1	23.34	34.85	20.98	11.92
ACOXL	181.09	199.39	160.21	121.4
ACOXL	181.09	199.39	160.21	121.4
BCL2L11	157.75	106.99	118.25	49.86
BCL2L11	157.75	106.99	118.25	49.86
LOC541471	406.45	408.5	415.79	498.6
LOC541471	367.01	376.08	389.72	437.9
LOC541471	367.01	376.08	389.72	437.9
LOC541471	367.01	376.08	389.72	437.9
MIR4771-1	98.19	119.14	151.95	123.57
MIR4771-1	98.19	119.14	151.95	123.57
MERTK	39.44	43.77	64.85	63.95
TMEM87B	116.7	182.36	155.13	312.17
FBLN7	298.6	322.58	278.46	31.43
ZC3H8	4.83	5.67	35.6	8.67
ZC3H6	56.34	47.82	75.02	61.78
ZC3H6	56.34	47.82	75.02	61.78
ZC3H6	56.34	47.82	75.02	61.78
TTL	406.45	449.83	387.81	635.18
TTL	406.45	449.83	387.81	635.18
POLR1B	83.71	75.38	101.09	109.48
CHCHD5	194.78	188.85	176.74	148.5
FLJ42351	5.63	3.24	5.09	4.34
SLC20A1	705.05	720.54	638.3	1139.2
CKAP2L	4.02	11.35	7.63	6.5
CKAP2L	4.02	11.35	7.63	6.5
IL1A	0.8	4.05	5.09	9.76
IL1B	8.85	38.9	46.41	45.52
IL37	0	0	0	0
IL36G	14.49	15.4	11.44	4.34
IL36A	0	0	0	0
IL36B	0	0	1.27	0
IL36RN	0	0	0	0
IL1F10	0	0	0	0
IL1RN	1.61	2.43	6.36	0
PSD4	64.39	105.37	89.64	107.31
PSD4	64.39	105.37	89.64	107.31
PSD4	64.39	105.37	89.64	107.31
LOC654433	466.82	579.51	581.08	811.86
LOC654433	466.82	579.51	581.08	811.86
CBWD2	27.37	43.77	68.66	70.45
CBWD2	27.37	43.77	68.66	70.45
FOXD4L1	0	1.62	1.91	2.17
FAM138B	0	0	0.64	0
WASH2P	292.97	282.06	285.46	217.87
WASH2P	292.97	282.06	285.46	217.87
RABL2A	172.24	160.48	163.39	137.66
MIR4782	140.04	142.65	206.62	509.44
MIR4782	140.04	142.65	206.62	509.44
ACTR3	526.38	616.8	605.88	1500.15
LOC100499194	1.61	0	3.81	0
LOC100499194	1.61	0	3.81	0
LOC389023	47.49	52.68	250.49	59.62
LOC389023	47.49	52.68	250.49	59.62
DDX18	48.29	69.7	64.21	144.16
CCDC93	138.44	151.57	167.84	264.48
CCDC93	138.44	151.57	167.84	264.48
INSIG2	30.58	34.85	33.7	87.8
EN1	4.83	0	1.91	5.42
MARCO	0.8	0	3.18	0
C1QL2	0	0	0	0
STEAP3	56.34	38.9	78.2	36.85
C2orf76	13.68	14.59	22.89	14.09
DBI	791.17	491.17	630.04	355.53
TMEM37	7.24	17.83	11.44	1.08
SCTR	3.22	1.62	3.81	2.17
PCDP1	3.22	1.62	1.91	2.17
TMEM177	41.85	63.22	55.95	55.28
PTPN4	4.83	10.54	43.87	27.1
EPB41L5	32.19	43.77	72.48	57.45
TMEM185B	688.96	774.04	669.45	657.94
TMEM185B	688.96	774.04	669.45	657.94
RALB	379.89	455.51	347.76	618.92
INHBB	58.75	41.34	41.32	108.39
LOC84931	0	0	0	0
GLI2	241.46	290.97	148.77	442.24
GLI2	241.46	290.97	148.77	442.24
GLI2	241.46	290.97	148.77	442.24
TFCP2L1	7.24	4.05	2.54	2.17
TFCP2L1	7.24	4.05	2.54	2.17
RNU4ATAC	210.07	204.25	383.36	456.33
RNU4ATAC	210.07	204.25	383.36	456.33
RNU4ATAC	210.07	204.25	383.36	456.33
LOC254128	192.36	213.16	185.64	183.18
LOC254128	192.36	213.16	185.64	183.18
LOC254128	192.36	213.16	185.64	183.18
LOC254128	192.36	213.16	185.64	183.18
TSN	264.8	343.66	268.29	468.25
CNTNAP5	23.34	15.4	21.62	15.17
CNTNAP5	23.34	15.4	21.62	15.17
GYPC	2548.17	2185.13	2263.94	738.15
GYPC	2548.17	2185.13	2263.94	738.15
BIN1	1037.46	862.38	831.57	578.81
CYP27C1	6.44	11.35	9.54	79.13
ERCC3	311.48	376.89	333.14	386.96
MAP3K2	20.93	32.42	47.68	157.17
MIR4783	0.8	0.81	0.64	8.67
IWS1	72.44	104.56	113.8	168.01
IWS1	72.44	104.56	113.8	168.01
IWS1	72.44	104.56	113.8	168.01
MYO7B	20.93	13.78	34.97	101.89
MYO7B	20.93	13.78	34.97	101.89
LIMS2	21.73	10.54	14.62	18.43
LIMS2	21.73	10.54	14.62	18.43
SFT2D3	123.14	132.11	135.42	121.4
WDR33	204.43	238.29	309.61	278.57
POLR2D	167.41	199.39	186.28	209.2
POLR2D	167.41	199.39	186.28	209.2
AMMECR1L	225.36	273.95	265.75	377.2
SAP130	230.99	222.89	265.75	230.88
UGGT1	507.86	425.52	470.46	775
HS6ST1	490.16	576.27	429.77	277.48
HS6ST1	490.16	576.27	429.77	277.48
LOC389033	8.85	5.67	2.54	0
RAB6C	20.93	8.92	20.34	35.77
LOC440905	0.8	0	59.13	0
LOC440905	0.8	0	59.13	0
POTEF	324.36	328.26	289.27	422.73
CCDC74B-AS1	7.24	2.43	1.91	2.17
SMPD4	1682.95	1461.35	1359.89	1109.93
SMPD4	1981.56	1688.29	1532.81	1176.05
TUBA3E	2.41	0	2.54	2.17
CCDC115	259.97	242.34	240.32	226.54
IMP4	333.21	338.79	331.23	295.91
PTPN18	462.79	420.65	393.53	230.88
LOC100216479	0	1.62	11.44	1.08
LOC100216479	0	1.62	11.44	1.08
LOC100216479	0	1.62	11.44	1.08
LOC100216479	0	1.62	11.44	1.08
LOC100216479	0	1.62	11.44	1.08
LOC100216479	0	1.62	11.44	1.08
LOC100216479	0	1.62	11.44	1.08
CFC1B	0	0	0	0
TISP43	0	0	0.64	0
TISP43	0	0	0.64	0
TISP43	0	0	0.64	0
CFC1	0	0	0	0
GPR148	0	0	0	0
AMER3	0	0	0	0
AMER3	0	0	0	0
AMER3	0	0	0	0
AMER3	0	0	0	0
AMER3	0	0	0	0
ARHGEF4	266.41	216.41	240.95	352.27
ARHGEF4	266.41	216.41	240.95	352.27
ARHGEF4	266.41	216.41	240.95	352.27
ARHGEF4	266.41	216.41	240.95	352.27
FAM168B	1308.7	1432.17	1209.85	1696.34
PLEKHB2	544.08	526.83	613.51	1172.8
POTEE	705.05	725.41	565.19	1002.63
POTEE	705.05	725.41	565.19	1002.63
LOC440910	0	0	66.75	1.08
WTH3DI	29.78	46.2	50.86	104.06
LOC389043	0	0	0	0
